,Chr,Start,Stop,Samples,Sample_indices,Strand,Listing,Listing_subject,High,Low,UniqueIdentifier,pt87_lo_TPM,pt87_lo_Reads,pt214_hi_TPM,pt214_hi_Reads,pt214_lo_TPM,pt214_lo_Reads,pt221_lo_TPM,pt221_lo_Reads,pt226_lo_TPM,pt226_lo_Reads,pt221_hi_TPM,pt221_hi_Reads,pt226_hi_TPM,pt226_hi_Reads,pt212_lo_TPM,pt212_lo_Reads,pt87_hi_TPM,pt87_hi_Reads,pt212_hi_TPM,pt212_hi_Reads,Annotation,Distance to TSS,Nearest Ensembl,Gene Name,Gene Description,Gene Type,Annotations_short,CpG%,GC%,TRA,AIRE,Fezf2,Housekeeping,AIRE_dep_TRA,Fezf2_dep_TRA,other_TRA,Class
1110,chr1,31704195,31704201,"pt214_hi,pt226_hi","pt214_hi_1269,pt226_hi_876",-,2,2,2,0,1110,0.0,0.0,6.853326778280961,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27729966784221,3.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001856),-181,ENSG00000084636,COL16A1,collagen type XVI alpha 1 chain,protein-coding,promoter-TSS,0.035,0.657238,False,False,False,False,False,False,False,High
1119,chr1,31938344,31938364,"pt214_hi,pt87_hi","pt214_hi_1273,pt87_hi_1146",-,2,2,2,0,1119,0.0,0.0,21.790712568738712,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175614173482983,2.0,0.0,0.0,promoter-TSS (NM_001369859),14,ENSG00000184007,PTP4A2,protein tyrosine phosphatase 4A2,protein-coding,promoter-TSS,0.115,0.732113,False,False,False,True,False,False,False,High
1150,chr1,32201939,32201979,"pt212_hi,pt221_hi","pt212_hi_201,pt221_hi_155",+,2,2,2,0,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26736224134014,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4948610031382494,2.0,"exon (NM_001301011, exon 2 of 5)",1364,ENSG00000160050,CCDC28B,coiled-coil domain containing 28B,protein-coding,exon,0.018333,0.579035,False,False,False,False,False,False,False,High
1152,chr1,32203961,32203982,"pt212_hi,pt221_hi","pt212_hi_202,pt221_hi_156",+,2,2,2,0,1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7154925683248208,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639493881976792,2.0,"exon (NM_001301011, exon 3 of 5)",-1699,ENSG00000160051,IQCC,IQ motif containing C,protein-coding,exon,0.016667,0.537438,False,False,False,False,False,False,False,High
1188,chr1,32680076,32680121,"pt212_hi,pt87_hi","pt212_hi_212,pt87_hi_210",+,2,2,2,0,1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,5.850150191833682,2.0,"3' UTR (NM_001161708, exon 4 of 4)",22671,ENSG00000162520,SYNC,"syncoilin, intermediate filament protein",protein-coding,3' UTR,0.008333,0.37604,False,False,False,False,False,False,False,High
1228,chr1,34755059,34755077,"pt212_hi,pt214_hi","pt212_hi_217,pt214_hi_242",+,2,2,2,0,1228,0.0,0.0,7.991279669144166,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59700482278315,2.0,promoter-TSS (NM_005268),21,ENSG00000189280,GJB5,gap junction protein beta 5,protein-coding,promoter-TSS,0.016667,0.552413,False,True,False,False,False,False,False,High
1238,chr1,34800541,34800562,"pt214_hi,pt87_hi","pt214_hi_247,pt87_hi_217",+,2,2,2,0,1238,0.0,0.0,2.88559115788074,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.728054459218146,2.0,0.0,0.0,Intergenic,7553,ENSG00000187513,GJA4,gap junction protein alpha 4,protein-coding,Intergeni,0.015,0.430948,False,True,False,False,False,False,False,High
1290,chr1,36084626,36084633,"pt212_hi,pt214_hi","pt212_hi_227,pt214_hi_249",+,2,2,2,0,1290,0.0,0.0,3.55292418731122,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78043986335316,2.0,"intron (NM_014466, intron 1 of 9)",536,ENSG00000092850,TEKT2,tektin 2,protein-coding,intron,0.051667,0.62396,True,False,False,False,False,False,True,High
1338,chr1,37479995,37479998,"pt226_hi,pt87_hi","pt226_hi_172,pt87_hi_223",+,2,2,2,0,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00018511315316,3.0,0.0,0.0,2.3416935935487126,2.0,0.0,0.0,promoter-TSS (NR_106790),-233,ENSG00000283724,MIR6732,microRNA 6732,ncRNA,promoter-TSS,0.028333,0.610649,False,False,False,False,False,False,False,High
1340,chr1,37484119,37484136,"pt226_hi,pt87_hi","pt226_hi_174,pt87_hi_224",+,2,2,2,0,1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225938171585993,4.0,0.0,0.0,9.958848920372557,3.0,0.0,0.0,"3' UTR (NM_001323551, exon 6 of 6)",3898,ENSG00000283724,MIR6732,microRNA 6732,ncRNA,3' UTR,0.03,0.602329,False,False,False,False,False,False,False,High
1355,chr1,37808323,37808326,"pt212_hi,pt87_hi","pt212_hi_238,pt87_hi_228",+,2,2,2,0,1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92024073832972,2.0,2.648919971351392,2.0,promoter-TSS (NM_024640),-117,ENSG00000196449,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,protein-coding,promoter-TSS,0.133333,0.763727,False,False,False,True,False,False,False,High
1367,chr1,38558972,38558999,"pt214_hi,pt226_hi","pt214_hi_271,pt226_hi_181",+,2,2,2,0,1367,0.0,0.0,2.54316139648329,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46233009997874,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,83790,ENSG00000238063,LINC01685,long intergenic non-protein coding RNA 1685,ncRNA,Intergeni,0.018333,0.559068,True,False,False,False,False,False,True,High
1424,chr1,40312597,40312613,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_1187,pt214_hi_1331,pt87_hi_1217",-,3,3,3,0,1424,0.0,0.0,12.17207891600896,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640561569432023,2.0,5.67238253413477,2.0,"exon (NM_001852, exon 6 of 32)",4681,ENSG00000049089,COL9A2,collagen type IX alpha 2 chain,protein-coding,exon,0.015,0.574043,False,False,False,False,False,False,False,High
1436,chr1,40691755,40691771,"pt212_hi,pt87_hi","pt212_hi_260,pt87_hi_247",+,2,2,2,0,1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6509472904003224,2.0,2.400188826741613,2.0,promoter-TSS (NM_014223),59,ENSG00000066136,NFYC,nuclear transcription factor Y subunit gamma,protein-coding,promoter-TSS,0.071667,0.595674,False,False,False,True,False,False,False,High
1463,chr1,41551797,41551809,"pt214_hi,pt226_hi","pt214_hi_1337,pt226_hi_937",-,2,2,2,0,1463,0.0,0.0,4.35278941777837,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.294087707352987,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"intron (NM_024503, intron 5 of 8)",-67120,ENSG00000127129,EDN2,endothelin 2,protein-coding,intron,0.008333,0.347754,False,True,False,False,False,False,False,High
1472,chr1,41602608,41602651,"pt214_hi,pt87_hi","pt214_hi_1341,pt87_hi_1232",-,2,2,2,0,1472,0.0,0.0,3.2379818580699986,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6481453824539583,3.0,0.0,0.0,"intron (NM_024503, intron 3 of 8)",-117947,ENSG00000127129,EDN2,endothelin 2,protein-coding,intron,0.008333,0.302829,False,True,False,False,False,False,False,High
1491,chr1,41616753,41616761,"pt226_hi,pt87_hi","pt226_hi_944,pt87_hi_1238",-,2,2,2,0,1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.027304854539944,3.0,0.0,0.0,3.8249582716007726,3.0,0.0,0.0,"intron (NM_024503, intron 3 of 8)",-132074,ENSG00000127129,EDN2,endothelin 2,protein-coding,intron,0.006667,0.427621,False,True,False,False,False,False,False,High
1515,chr1,42153408,42153412,"pt212_hi,pt214_hi","pt212_hi_262,pt214_hi_292",+,2,2,2,0,1515,0.0,0.0,10.48649765135426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43691921059694,2.0,promoter-TSS (NM_007102),0,ENSG00000044012,GUCA2B,guanylate cyclase activator 2B,protein-coding,promoter-TSS,0.018333,0.612313,True,False,False,False,False,False,True,High
1517,chr1,42177041,42177057,"pt214_hi,pt87_hi","pt214_hi_1358,pt87_hi_1248",-,2,2,2,0,1517,0.0,0.0,2.9796337496528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175614173482983,2.0,0.0,0.0,"3' UTR (NM_001198852, exon 12 of 12)",-12304,ENSG00000197273,GUCA2A,guanylate cyclase activator 2A,protein-coding,3' UTR,0.003333,0.420965,True,True,True,False,True,True,False,High
1538,chr1,42817373,42817387,"pt212_hi,pt214_hi,pt221_hi,pt87_hi","pt212_hi_1203,pt214_hi_1364,pt221_hi_875,pt87_hi_1253",-,4,4,4,0,1538,0.0,0.0,4.144450734777649,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9616470166099087,6.0,0.0,0.0,0.0,0.0,2.4017008040491894,2.0,16.30217974104834,6.0,promoter-TSS (NM_199342),17,ENSG00000177868,SVBP,small vasohibin binding protein,protein-coding,promoter-TSS,0.06,0.530782,False,False,False,True,False,False,False,High
1590,chr1,43622760,43622780,"pt226_hi,pt87_hi","pt226_hi_206,pt87_hi_274",+,2,2,2,0,1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8145051292602807,6.0,0.0,0.0,13.91944927845693,2.0,0.0,0.0,"3' UTR (NM_001329139, exon 33 of 33)",-27379,ENSG00000066135,KDM4A,lysine demethylase 4A,protein-coding,3' UTR,0.025,0.477537,False,False,False,True,False,False,False,High
1615,chr1,43992182,43992200,"pt221_hi,pt87_hi","pt221_hi_218,pt87_hi_285",+,2,2,2,0,1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7360985437906087,8.0,0.0,0.0,0.0,0.0,9.034782629940809,2.0,0.0,0.0,"intron (NR_146064, intron 1 of 5)",344,ENSG00000159214,CCDC24,coiled-coil domain containing 24,protein-coding,intron,0.076667,0.693844,False,False,False,False,False,False,False,High
1700,chr1,45614338,45614364,"pt212_hi,pt214_hi","pt212_hi_308,pt214_hi_346",+,2,2,2,0,1700,0.0,0.0,5.063805195874015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37322291586364,3.0,"exon (NM_001195193, exon 7 of 13)",9703,ENSG00000159588,CCDC17,coiled-coil domain containing 17,protein-coding,exon,0.008333,0.372712,False,False,False,False,False,False,False,High
1722,chr1,45750620,45750635,"pt214_hi,pt221_hi","pt214_hi_1389,pt221_hi_892",-,2,2,2,0,1722,0.0,0.0,6.98563475190708,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4901406777237622,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_005897),25,ENSG00000197429,IPP,intracisternal A particle-promoted polypeptide,protein-coding,promoter-TSS,0.083333,0.643927,False,False,False,False,False,False,False,High
1759,chr1,47067450,47067454,"pt214_hi,pt226_hi","pt214_hi_356,pt226_hi_236",+,2,2,2,0,1759,0.0,0.0,4.81492289356862,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17139436687032,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"5' UTR (NM_178134, exon 1 of 12)",221,ENSG00000186160,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,protein-coding,5' UTR,0.0,0.449251,False,False,False,False,False,False,False,High
1780,chr1,50424003,50424005,"pt212_hi,pt214_hi","pt212_hi_323,pt214_hi_359",+,2,2,2,0,1780,0.0,0.0,6.569533085795889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.346852632863412,2.0,promoter-TSS (NM_032110),-561,ENSG00000142700,DMRTA2,DMRT like family A2,protein-coding,promoter-TSS,0.068333,0.600666,True,False,False,False,False,False,True,High
1848,chr1,53946467,53946482,"pt212_hi,pt214_hi,pt87_hi","pt212_hi_334,pt214_hi_372,pt87_hi_323",+,3,3,3,0,1848,0.0,0.0,2.86208406322732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64081103143685,2.0,2.520395661312074,2.0,promoter-TSS (NR_133633),125,ENSG00000116212,LRRC42,leucine rich repeat containing 42,protein-coding,promoter-TSS,0.105,0.763727,False,False,False,True,False,False,False,High
1850,chr1,53951892,53951902,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_335,pt214_hi_373,pt221_hi_254",+,3,3,3,0,1850,0.0,0.0,37.45952910166536,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.781403352493328,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.57156235284696,2.0,"intron (NM_001256409, intron 2 of 8)",5547,ENSG00000116212,LRRC42,leucine rich repeat containing 42,protein-coding,intron,0.025,0.49584,False,False,False,True,False,False,False,High
1901,chr1,58575871,58575881,"pt214_hi,pt226_hi","pt214_hi_1437,pt226_hi_1004",-,2,2,2,0,1901,0.0,0.0,3.7382329263017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.582893895995108,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_002353, exon 1 of 1)",1376,ENSG00000184292,TACSTD2,tumor associated calcium signal transducer 2,protein-coding,3' UTR,0.055,0.527454,False,False,False,False,False,False,False,High
1902,chr1,58575986,58576005,"pt214_hi,pt87_hi","pt214_hi_1438,pt87_hi_1332",-,2,2,2,0,1902,0.0,0.0,3.482907889315855,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57471281859655,2.0,0.0,0.0,"3' UTR (NM_002353, exon 1 of 1)",1256,ENSG00000184292,TACSTD2,tumor associated calcium signal transducer 2,protein-coding,3' UTR,0.066667,0.574043,False,False,False,False,False,False,False,High
1903,chr1,58576070,58576081,"pt214_hi,pt87_hi","pt214_hi_1439,pt87_hi_1333",-,2,2,2,0,1903,0.0,0.0,4.72065045032502,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8498309614806328,2.0,0.0,0.0,"3' UTR (NM_002353, exon 1 of 1)",1176,ENSG00000184292,TACSTD2,tumor associated calcium signal transducer 2,protein-coding,3' UTR,0.078333,0.59401,False,False,False,False,False,False,False,High
1952,chr1,58783974,58783988,"pt212_hi,pt226_hi","pt212_hi_1290,pt226_hi_1021",-,2,2,2,0,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3732494887120854,3.0,0.0,0.0,0.0,0.0,11.103641008505992,4.0,promoter-TSS (NM_002228),66,ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",protein-coding,promoter-TSS,0.066667,0.625624,False,False,False,False,False,False,False,High
1968,chr1,59736106,59736114,"pt212_hi,pt214_hi","pt212_hi_345,pt214_hi_384",+,2,2,2,0,1968,0.0,0.0,2.6184450995800215,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.640265602219551,3.0,"intron (NM_001350790, intron 15 of 16)",-2814,ENSG00000266150,MIR4711,microRNA 4711,ncRNA,intron,0.001667,0.439268,False,False,False,False,False,False,False,High
2041,chr1,66330530,66330546,"pt212_hi,pt214_hi","pt212_hi_355,pt214_hi_396",+,2,2,2,0,2041,0.0,0.0,7.733909477024992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.908202332542174,3.0,"intron (NM_001037340, intron 5 of 14)",-1570,ENSG00000184588,PDE4B,phosphodiesterase 4B,protein-coding,intron,0.005,0.404326,False,False,False,False,False,False,False,High
2045,chr1,66332333,66332358,"pt226_hi,pt87_hi","pt226_hi_256,pt87_hi_340",+,2,2,2,0,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772415783614097,3.0,0.0,0.0,6.723808816306823,3.0,0.0,0.0,"5' UTR (NM_001037339, exon 1 of 10)",238,ENSG00000184588,PDE4B,phosphodiesterase 4B,protein-coding,5' UTR,0.021667,0.469218,False,False,False,False,False,False,False,High
2093,chr1,67833463,67833467,"pt212_hi,pt87_hi","pt212_hi_1304,pt87_hi_1375",-,2,2,2,0,2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23659001021572,2.0,5.27439396001622,2.0,promoter-TSS (NM_018841),2,ENSG00000172380,GNG12,G protein subunit gamma 12,protein-coding,promoter-TSS,0.085,0.657238,False,False,False,False,False,False,False,High
2106,chr1,70244748,70244771,"pt214_hi,pt226_hi","pt214_hi_417,pt226_hi_269",+,2,2,2,0,2106,0.0,0.0,3.3488013306440996,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985587152580851,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_001350615, exon 8 of 12)",23380,ENSG00000116754,SRSF11,serine and arginine rich splicing factor 11,protein-coding,exon,0.015,0.36772,False,False,False,True,False,False,False,High
2157,chr1,74765649,74765671,"pt212_hi,pt214_hi","pt212_hi_387,pt214_hi_430",+,2,2,2,0,2157,0.0,0.0,2.817429160976932,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30369040907482,2.0,"non-coding (NR_027962, exon 6 of 6)",-32252,ENSG00000116791,CRYZ,crystallin zeta,protein-coding,non-coding,0.006667,0.409318,False,False,False,False,False,False,False,High
2168,chr1,75794141,75794162,"pt214_hi,pt87_hi","pt214_hi_437,pt87_hi_370",+,2,2,2,0,2168,0.0,0.0,4.57597661174274,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,0.0,0.0,"non-coding (NR_073562, exon 10 of 11)",-2730,ENSG00000057468,MSH4,mutS homolog 4,protein-coding,non-coding,0.005,0.384359,False,False,False,False,False,False,False,High
2171,chr1,76867476,76867487,"pt221_hi,pt87_hi","pt221_hi_291,pt87_hi_371",+,2,2,2,0,2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6620622323612833,6.0,0.0,0.0,0.0,0.0,5.594614589708892,3.0,0.0,0.0,promoter-TSS (NM_001320273),2,ENSG00000117069,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",protein-coding,promoter-TSS,0.046667,0.424293,False,False,False,False,False,False,False,High
2228,chr1,84690470,84690485,"pt212_hi,pt226_hi","pt212_hi_1327,pt226_hi_1048",-,2,2,2,0,2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.262417536506652,3.0,0.0,0.0,0.0,0.0,3.610324545523844,3.0,promoter-TSS (NM_001166295),-10,ENSG00000117155,SSX2IP,SSX family member 2 interacting protein,protein-coding,promoter-TSS,0.103333,0.697171,False,False,False,False,False,False,False,High
2339,chr1,89967171,89967177,"pt212_hi,pt214_hi","pt212_hi_415,pt214_hi_463",+,2,2,2,0,2339,0.0,0.0,3.1149023837660095,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.508261414285052,4.0,Intergenic,27792,,GEMIN8P4,gem nuclear organelle associated protein 8 pseudogene 4,pseudo,Intergeni,0.01,0.417637,False,False,False,False,False,False,False,High
2363,chr1,92833642,92833652,"pt212_hi,pt226_hi","pt212_hi_420,pt226_hi_304",+,2,2,2,0,2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.733694462985947,3.0,0.0,0.0,0.0,0.0,4.122508808043422,2.0,"non-coding (NR_146333, exon 3 of 8)",1607,ENSG00000122406,RPL5,ribosomal protein L5,protein-coding,non-coding,0.008333,0.341098,False,False,False,False,False,False,False,High
2460,chr1,100732594,100732637,"pt214_hi,pt87_hi","pt214_hi_491,pt87_hi_424",+,2,2,2,0,2460,0.0,0.0,3.12895914315495,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,0.0,0.0,"exon (NM_001078, exon 7 of 9)",12874,ENSG00000162692,VCAM1,vascular cell adhesion molecule 1,protein-coding,exon,0.01,0.430948,False,False,False,False,False,False,False,High
2483,chr1,101846985,101847005,"pt212_hi,pt214_hi","pt212_hi_1370,pt214_hi_1556",-,2,2,2,0,2483,0.0,0.0,2.88559115788074,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9622602281270956,2.0,promoter-TSS (NR_110212),85,ENSG00000118733,OLFM3,olfactomedin 3,protein-coding,promoter-TSS,0.016667,0.449251,True,False,True,False,False,True,False,High
2506,chr1,108699587,108699591,"pt226_hi,pt87_hi","pt226_hi_327,pt87_hi_435",+,2,2,2,0,2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510967210905656,2.0,0.0,0.0,4.231291279129553,2.0,0.0,0.0,"exon (NM_001349768, exon 7 of 7)",7279,ENSG00000134186,PRPF38B,pre-mRNA processing factor 38B,protein-coding,exon,0.035,0.447587,False,False,False,False,False,False,False,High
2587,chr1,111200644,111200649,"pt212_hi,pt214_hi","pt212_hi_1382,pt214_hi_1569",-,2,2,2,0,2587,0.0,0.0,3.1466857075537127,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48973822503726,3.0,promoter-TSS (NM_024901),-1,ENSG00000162777,DENND2D,DENN domain containing 2D,protein-coding,promoter-TSS,0.015,0.509151,False,False,False,False,False,False,False,High
2618,chr1,112674473,112674494,"pt212_hi,pt214_hi","pt212_hi_480,pt212_hi_481,pt214_hi_536",+,2,2,2,0,2618,0.0,0.0,2.9053968179721297,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.556961727272432,4.0,promoter-TSS (NM_001369507),11,ENSG00000155363,MOV10,Mov10 RISC complex RNA helicase,protein-coding,promoter-TSS,0.036667,0.537438,False,False,False,False,False,False,False,High
2621,chr1,112674910,112674920,"pt214_hi,pt221_hi,pt87_hi","pt214_hi_537,pt221_hi_359,pt87_hi_476",+,3,3,3,0,2621,0.0,0.0,9.781816248318288,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.549304489646647,3.0,0.0,0.0,0.0,0.0,2.65074157179126,2.0,0.0,0.0,"exon (NM_001369507, exon 1 of 20)",177,ENSG00000155363,MOV10,Mov10 RISC complex RNA helicase,protein-coding,exon,0.056667,0.633943,False,False,False,False,False,False,False,High
2687,chr1,116399487,116399497,"pt221_hi,pt87_hi","pt221_hi_362,pt87_hi_482",+,2,2,2,0,2687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271628293763487,6.0,0.0,0.0,0.0,0.0,2.766595282785663,2.0,0.0,0.0,"exon (NM_000701, exon 18 of 23)",16122,ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,protein-coding,exon,0.008333,0.455907,False,False,False,False,False,False,False,High
2726,chr1,119362246,119362261,"pt214_hi,pt226_hi","pt214_hi_552,pt226_hi_364",+,2,2,2,0,2726,0.0,0.0,6.35413982670911,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7969609722004294,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,-6531,ENSG00000116882,HAO2,hydroxyacid oxidase 2,protein-coding,Intergeni,0.006667,0.419301,True,True,False,False,True,False,False,High
2785,chr1,145921823,145921869,"pt214_hi,pt87_hi","pt214_hi_1605,pt87_hi_1482",-,2,2,2,0,2785,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80958580903378,3.0,0.0,0.0,"3' UTR (NM_005105, exon 6 of 6)",2502,ENSG00000211451,GNRHR2,gonadotropin releasing hormone receptor 2 (pseudogene),pseudo,3' UTR,0.01,0.449251,False,False,False,False,False,False,False,High
2818,chr1,148274433,148274442,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_1424,pt214_hi_1613,pt221_hi_1032",-,3,3,3,0,2818,0.0,0.0,7.990344190622861,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.469422916837082,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8362296412344894,2.0,Intergenic,-27367,,LOC101927468,uncharacterized LOC101927468,ncRNA,Intergeni,0.028333,0.53411,False,False,False,False,False,False,False,High
2882,chr1,150508107,150508111,"pt212_hi,pt214_hi","pt212_hi_522,pt214_hi_581",+,2,2,2,0,2882,0.0,0.0,13.090538146441068,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78892177708186,2.0,promoter-TSS (NM_004425),0,ENSG00000143369,ECM1,extracellular matrix protein 1,protein-coding,promoter-TSS,0.006667,0.519135,False,True,False,False,False,False,False,High
2927,chr1,150577220,150577231,"pt214_hi,pt226_hi","pt214_hi_1639,pt226_hi_1124",-,2,2,2,0,2927,0.0,0.0,4.98503020546282,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.742682999451322,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"3' UTR (NM_182763, exon 2 of 2)",2384,ENSG00000143384,MCL1,"MCL1 apoptosis regulator, BCL2 family member",protein-coding,3' UTR,0.003333,0.399334,False,False,False,False,False,False,False,High
2950,chr1,150764770,150764795,"pt212_hi,pt214_hi","pt212_hi_1457,pt214_hi_1648",-,2,2,2,0,2950,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27693262119553,2.0,"intron (NM_001199739, intron 1 of 6)",995,ENSG00000163131,CTSS,cathepsin S,protein-coding,intron,0.001667,0.362729,False,False,False,False,False,False,False,High
